,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,week_no,week_start
164,23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,7.0,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,23,2022-06-06
165,23rd week,Tamil Nadu,Tiruchirappalli,Cholera,17.0,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,23,2022-06-06
166,23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,17.0,0.0,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,23,2022-06-06
167,23rd week,Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,10.0,0.0,31,5,2022,15.52481495,78.41517104,0.0003646042804,16.0,307.456,23,2022-06-06
168,23rd week,Karnataka,Bbmp,Cholera,169.0,1.0,31,5,2022,13.058135,77.50646228,0.04676073172,12.0,302.68333340000004,23,2022-06-06
169,23rd week,Kerala,Ernakulam,Dengue,69.0,0.0,24,4,2022,9.98408,76.2741457,0.3389977729,26.0,302.5733334,23,2022-06-06
170,23rd week,Maharashtra,Jalgaon,Chikungunya,9.0,0.0,23,5,2022,20.84288265,75.52612464,0.0002075557817,3.0,315.88,23,2022-06-06
171,23rd week,Tamil Nadu,Tenkasi,Dengue,19.0,0.0,20,5,2022,9.0318958,77.36536125,0.4864043787,7.0,314.98,23,2022-06-06
172,24th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,8.0,1.0,15,6,2022,20.73218365,81.14335738,0.09105455212,9.0,312.90000000000003,24,2022-06-13
173,24th week,Himachal Pradesh,Solan,Dengue,34.0,0.0,10,6,2022,30.92589585,77.08200509,7.63e-05,5.0,305.7866666,24,2022-06-13
174,24th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,21.0,1.0,11,6,2022,22.8092139,86.2091549,0.08390716839,10.0,306.504,24,2022-06-13
175,24th week,Karnataka,Chikkamagaluru,Acute Diarrhoeal Disease,37.0,0.0,11,6,2022,13.5,75.5,0.1975323486,22.0,297.78000000000003,24,2022-06-13
176,24th week,Karnataka,Shivamogga,Acute Diarrhoeal Disease,45.0,0.0,13,6,2022,13.9326093,75.574978,0.1825781613,12.0,301.66,24,2022-06-13
177,24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,13.0,0.0,14,6,2022,13.1367201,78.1337246,0.1031526961,13.0,305.2066666,24,2022-06-13
178,24th week,Karnataka,Dakshina Kannada,Acute Diarrhoeal Disease,18.0,0.0,13,6,2022,12.9324457,74.9813132,1.388208146,12.0,301.76,24,2022-06-13
179,24th week,Karnataka,Mandya,Acute Diarrhoeal Disease,14.0,0.0,12,6,2022,12.5238888,76.8961961,0.0585492164,9.0,303.26,24,2022-06-13
180,24th week,Karnataka,Vijayapura,Chikungunya,16.0,0.0,12,6,2022,16.666667,75.916667,0.1594723727,4.0,306.66400000000004,24,2022-06-13
181,24th week,Karnataka,Chikkaballapur,Dengue,28.0,1.0,8,6,2022,13.6102243,77.5127721,0.3458920887,10.0,304.065,24,2022-06-13
182,24th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,20.0,1.0,12,6,2022,24.756718,81.65493469,0.0004349343701,4.0,315.416,24,2022-06-13
183,24th week,Maharashtra,Gondia,Malaria,47.0,1.0,13,6,2022,21.455228,80.1962729,0.02882213092,7.0,311.61,24,2022-06-13
184,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,47.0,0.0,15,6,2022,21.1498134,79.0820556,0.1443727443,3.0,317.6,24,2022-06-13
185,24th week,Punjab,Patiala,Acute Diarrhoeal Disease,283.0,0.0,15,6,2022,30.2090874,76.33987209,0.01315846829,3.0,312.0266666,24,2022-06-13
186,24th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,8.0,2.0,16,6,2022,25.53609455,81.44672839,0.01293798244,5.0,311.985,24,2022-06-13
187,1st week,Kerala,Ernakulam,Acute Diarrhoeal Disease,92.0,0.0,1,1,2021,9.98408,76.2741457,0.1837852273,34.0,302.30400000000003,1,2021-01-04
188,1st week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,17.0,0.0,4,1,2022,12.09680475,78.19304301,0.1122425766,15.0,298.36,1,2022-01-03
189,2nd week,Puducherry,Puducherry,Dengue,6.0,0.0,11,1,2021,11.9340568,79.8306447,0.8757740871,8.0,300.28000000000003,2,2021-01-11
190,3rd week,Karnataka,Raichur,Acute Diarrhoeal Disease,13.0,0.0,20,1,2021,16.083333,77.166667,2.27e-05,8.0,304.4033334,3,2021-01-18
191,3rd week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,61.0,0.0,24,1,2021,13.6102243,77.5127721,0.0009201762932,5.0,303.09000000000003,3,2021-01-18
192,3rd week,Karnataka,Bagalkot,Chikungunya,18.0,0.0,17,1,2021,16.1853166,75.6967919,5.22e-05,5.0,304.2133334,3,2021-01-18
193,3rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,47.0,1.0,20,1,2021,15.2485413,76.8323648,2.27e-05,8.0,303.2133334,3,2021-01-18
194,3rd week,Maharashtra,Gadchiroli,Malaria,2.0,1.0,20,1,2021,19.75907035,80.16228073,2.27e-05,13.0,302.15000000000003,3,2021-01-18
195,3rd week,Punjab,Patiala,Acute Diarrhoeal Disease,41.0,0.0,18,1,2021,30.2090874,76.33987209,0.002698492666,16.0,291.34000000000003,3,2021-01-18
196,3rd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,62.0,0.0,18,1,2021,22.642931,88.8930579,7.19e-05,6.0,293.5066666,3,2021-01-18
197,4th week,Karnataka,Ballari,Acute Diarrhoeal Disease,14.0,0.0,26,1,2021,15.2485413,76.8323648,7.83e-06,7.0,306.288,4,2021-01-25
198,4th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,23.0,0.0,25,1,2021,9.98408,76.2741457,0.2918351825,5.0,301.948,4,2021-01-25
199,4th week,Maharashtra,Gadchiroli,Malaria,10.0,1.0,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7,4,2021-01-25
200,4th week,Puducherry,Puducherry,Dengue,13.0,0.0,25,1,2021,11.9340568,79.8306447,0.05978804278,5.0,300.11,4,2021-01-25
201,4th week,Tamil Nadu,Virudhunagar Sivakasi,Dengue,7.0,0.0,25,1,2021,9.4477045,77.8000434,0.08665667543,5.0,301.34000000000003,4,2021-01-25
202,5th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,309.0,0.0,6,2,2021,31.3380959,76.7611631,0.2279965979,12.0,287.772,5,2021-02-01
203,5th week,Karnataka,Chamarajanagar,Chikungunya,15.0,0.0,2,1,2021,11.9346006,76.9328209,0.2146496303,16.0,302.82,5,2021-02-01
204,5th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14.0,0.0,1,2,2021,13.0070817,76.0992703,0.0006280313912,5.0,304.448,5,2021-02-01
205,5th week,Karnataka,Mandya,Acute Diarrhoeal Disease,26.0,0.0,4,2,2021,12.5238888,76.8961961,0.0001563311037,8.0,303.812,5,2021-02-01
206,5th week,Karnataka,Raichur,Acute Diarrhoeal Disease,18.0,0.0,5,2,2021,16.083333,77.166667,7.82e-05,7.0,306.61333340000004,5,2021-02-01
207,5th week,Maharashtra,Satara,Chikungunya,20.0,0.0,25,1,2021,17.63612885,74.29827808,8.27e-06,5.0,306.4833334,5,2021-02-01
208,5th week,Maharashtra,Thane,Malaria,2.0,1.0,6,1,2021,19.1943294,72.9701779,0.02576509704,12.0,302.99,5,2021-02-01
209,5th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,5.0,2.0,27,1,2021,25.40237355,91.83254097,0.01593984196,25.0,291.3166666,5,2021-02-01
210,5th week,Meghalaya,South Garo Hills,Acute Diarrhoeal Disease,15.0,0.0,7,1,2021,25.347969,90.56577726,3.76e-05,37.0,293.2133334,5,2021-02-01
211,5th week,Odisha,Bolangir,Chikungunya,5.0,0.0,30,1,2021,20.7502257,83.2499464,0.008809665092,9.0,302.44,5,2021-02-01
212,5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,35.0,0.0,4,2,2021,20.8522696,86.3385714,7.82e-05,5.0,299.9866666,5,2021-02-01
213,5th week,Odisha,Puri,Acute Diarrhoeal Disease,350.0,0.0,6,2,2021,19.8076083,85.8252538,0.003205307448,9.0,301.12,5,2021-02-01
214,5th week,Assam,Goalpara,Acute Diarrhoeal Disease,13.0,0.0,15,1,2021,26.1783623,90.6226683,0.0417289438,17.0,294.5933334,5,2021-02-01
215,6th week,Karnataka,Dharwad,Dengue,3.0,0.0,9,2,2021,15.4540505,75.0066516,8.81e-05,5.0,306.96,6,2021-02-08
216,6th week,Maharashtra,Satara,Chikungunya,19.0,0.0,5,2,2021,17.63612885,74.29827808,7.82e-05,7.0,305.836,6,2021-02-08
217,6th week,Maharashtra,Thane,Chikungunya,2.0,0.0,30,1,2021,19.1943294,72.9701779,3.79e-05,10.0,304.7766666,6,2021-02-08
218,6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25.0,0.0,8,2,2021,23.3291882,86.3672378,0.02399720849,4.0,299.0,6,2021-02-08
219,7th week,Karnataka,Bidar,Chikungunya,30.0,0.0,20,2,2021,18.083333,77.333333,0.02307911892,4.0,308.84000000000003,7,2021-02-15
220,7th week,Maharashtra,Satara,Dengue,19.0,0.0,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666,7,2021-02-15
221,8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24.0,1.0,20,2,2021,15.8309251,78.0425373,0.007255567001,8.0,306.6,8,2021-02-22
222,8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43.0,0.0,23,2,2021,13.1367201,78.1337246,0.1233345256,8.0,303.528,8,2021-02-22
223,8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108.0,0.0,22,2,2021,11.9340568,79.8306447,0.1317422113,8.0,303.5733334,8,2021-02-22
224,8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41.0,0.0,22,2,2021,10.3826515,78.8191259,0.07038244234,7.0,302.62,8,2021-02-22
225,8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10.0,1.0,12,2,2022,22.5,75.25,8.29e-05,13.0,301.496,8,2022-02-21
226,8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30.0,0.0,5,3,2021,14.6546235,77.55625984,3.87e-05,5.0,313.216,8,2021-02-22
227,8th week,Puducherry,Puducherry,Dengue,11.0,0.0,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,8,2021-02-22
228,8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14.0,0.0,6,3,2021,11.2287716,78.81825555,0.0007425420286,5.0,310.0666666,8,2021-02-22
229,8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29.0,0.0,6,3,2021,22.9052114,88.3760639,6.9e-05,5.0,303.87,8,2021-02-22
230,8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26.0,0.0,24,2,2021,9.98408,76.2741457,0.077130138,37.0,303.536,8,2021-02-22
231,9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30.0,0.0,5,3,2021,14.6546235,77.55625984,3.87e-05,5.0,313.216,9,2021-03-01
232,9th week,Puducherry,Puducherry,Dengue,11.0,0.0,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,9,2021-03-01
233,9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14.0,0.0,6,3,2021,11.2287716,78.81825555,0.0007425420286,5.0,310.0666666,9,2021-03-01
234,9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29.0,0.0,6,3,2021,22.9052114,88.3760639,6.9e-05,5.0,303.87,9,2021-03-01
235,10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43.0,0.0,8,3,2020,22.9052114,88.3760639,0.2020248538,12.0,298.785,10,2020-03-02
236,11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37.0,0.0,12,3,2021,25.58173695,91.28910306,0.2810213627,23.0,297.5,11,2021-03-15
237,11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255.0,0.0,16,3,2021,23.19989585,86.3209473,0.219921134,6.0,307.012,11,2021-03-15
238,11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122.0,0.0,9,3,2021,22.5760669,88.42006758,0.001902199772,8.0,304.2066666,11,2021-03-15
239,12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80.0,0.0,21,3,2021,17.63612885,74.29827808,0.002590515235,5.0,313.772,12,2021-03-22
240,12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32.0,0.0,22,3,2021,25.87640255,91.85675742,0.006461681559,5.0,300.0933334,12,2021-03-22
241,12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12.0,0.0,25,3,2021,19.75,83.0,0.02773092518,8.0,310.964,12,2021-03-22
242,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,57.0,0.0,25,3,2021,22.5760669,88.42006758,0.01950165728,11.0,304.40000000000003,12,2021-03-22
243,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,32.0,0.0,22,3,2021,22.5760669,88.42006758,0.0009307689556,5.0,304.6033334,12,2021-03-22
244,12th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,93.0,0.0,19,3,2021,22.642931,88.8930579,0.09780574633,20.0,301.7566666,12,2021-03-22
245,12th week,Karnataka,Raichur,Acute Diarrhoeal Disease,11.0,0.0,25,1,2021,16.083333,77.166667,8.27e-06,5.0,307.192,12,2021-03-22
246,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,19.0,0.0,28,3,2021,9.98408,76.2741457,0.1058280007,25.0,305.15000000000003,13,2021-03-29
247,13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,10.0,0.0,4,4,2021,20.13069385,84.07904761,0.0009612371809,9.0,309.16400000000004,13,2021-03-29
248,13th week,West Bengal,Purba Bardhaman,Acute Diarrhoeal Disease,126.0,0.0,31,3,2021,23.391717,87.90621212,0.004923739049,14.0,305.7766666,13,2021-03-29
249,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,37.0,0.0,9,3,2021,9.98408,76.2741457,0.02291590332,35.0,306.5766666,13,2021-03-29
250,14th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,50.0,0.0,5,4,2021,9.98408,76.2741457,0.3541519613,27.0,303.65000000000003,14,2021-04-05
251,14th week,Kerala,Palakkad,Dengue,7.0,0.0,1,4,2021,10.78789845,76.47408711,0.6474464086,22.0,305.312,14,2021-04-05
252,14th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,8.0,0.0,5,4,2021,25.40237355,91.83254097,0.8692736935,23.0,299.368,14,2021-04-05
253,14th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,41.0,0.0,6,4,2021,23.41146995,87.84499445,0.02559297015,5.0,306.36,14,2021-04-05
254,14th week,West Bengal,Howrah,Acute Diarrhoeal Disease,31.0,0.0,5,4,2021,22.5736296,88.3251045,0.04199322725,11.0,305.7633334,14,2021-04-05
255,14th week,West Bengal,Hooghly,Cholera,25.0,0.0,7,4,2021,22.9052114,88.3760639,0.03927329535,5.0,305.37,14,2021-04-05
256,15th week,Meghalaya,East Garo Hills,Acute Diarrhoeal Disease,24.0,0.0,9,4,2021,25.61849455,90.63421622,0.2053087171,27.0,301.36333340000004,15,2021-04-12
257,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,120.0,1.0,4,4,2021,22.5760669,88.42006758,0.02131883061,11.0,305.42,15,2021-04-12
258,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,55.0,0.0,22,4,2021,22.5760669,88.42006758,0.02302723382,5.0,306.28000000000003,15,2021-04-12
259,16th week,Maharashtra,Satara,Dengue,7.0,0.0,15,4,2021,17.63612885,74.29827808,0.1527963029,5.0,313.9833334,16,2021-04-19
260,16th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,146.0,0.0,16,4,2021,22.5760669,88.42006758,0.06447265222,12.0,306.84000000000003,16,2021-04-19
261,16th week,Kerala,Kottayam,Dengue,19.0,0.0,10,3,2021,9.6287383,76.64553257,0.04293383034,35.0,306.34000000000003,16,2021-04-19
262,16th week,Maharashtra,Ahmednagar,Chikungunya,3.0,1.0,23,3,2021,19.1627725,74.8580243,0.04168389914,6.0,309.66,16,2021-04-19
263,16th week,Maharashtra,Ahmednagar,Chikungunya,13.0,0.0,4,4,2021,19.1627725,74.8580243,7.99e-05,6.0,316.252,16,2021-04-19
264,16th week,Maharashtra,Satara,Dengue,31.0,1.0,5,4,2021,17.63612885,74.29827808,7.5e-05,5.0,317.92,16,2021-04-19
265,17th week,Odisha,Koraput,Acute Diarrhoeal Disease,9.0,0.0,1,5,2021,18.7232023,82.60811828,0.02873045432,5.0,310.112,17,2021-04-26
266,17th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,31.0,1.0,30,4,2021,20.1160666,85.11195644,0.01201217272,5.0,312.47,17,2021-04-26
267,18th week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,19.0,0.0,8,5,2021,31.1239515,76.1201871,0.2613503669,5.0,307.13,18,2021-05-03
268,19th week,Kerala,Kasaragod,Dengue,51.0,0.0,12,5,2021,12.5035577,74.9907022,0.5826390959,14.0,301.27,19,2021-05-10
269,19th week,Kerala,Kozhikode,Dengue,43.0,0.0,10,4,2021,11.2450558,75.7754716,0.1248424286,5.0,295.2,19,2021-05-10
270,19th week,Maharashtra,Thane,Malaria,2.0,1.0,2,5,2021,19.1943294,72.9701779,0.1122390997,10.0,314.216,19,2021-05-10
271,20th week,Maharashtra,Nashik,Chikungunya,6.0,0.0,19,5,2021,20.0112475,73.7902364,0.2612602835,7.0,312.09000000000003,20,2021-05-17
272,20th week,Kerala,Kannur,Dengue,32.0,0.0,2,5,2021,11.8763836,75.3737973,0.5065819908,26.0,301.71500000000003,20,2021-05-17
273,20th week,Kerala,Malappuram,Dengue,37.0,0.0,3,3,2021,11.10684475,76.1099551,0.2116405502,25.0,305.488,20,2021-05-17
274,20th week,Maharashtra,Nashik,Chikungunya,11.0,0.0,18,3,2021,20.0112475,73.7902364,5.56e-05,7.0,310.6566666,20,2021-05-17
275,20th week,Maharashtra,Pune,Chikungunya,25.0,0.0,8,2,2021,18.521428,73.8544541,9.5e-05,9.0,305.296,20,2021-05-17
276,20th week,Maharashtra,Thane,Dengue,2.0,1.0,29,4,2021,19.1943294,72.9701779,0.1043926176,9.0,315.4666666,20,2021-05-17
277,21st week,Kerala,Kozhikode,Dengue,64.0,0.0,5,5,2021,11.2450558,75.7754716,0.5271077054,5.0,295.2,21,2021-05-24
278,22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,15.0,0.0,6,6,2021,20.952407,72.9323831,0.07229866355,7.0,305.425,22,2021-05-31
279,22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,108.0,6.0,30,5,2021,21.19177615,72.95441578,0.04020598334,10.0,302.808,22,2021-05-31
280,22nd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,108.0,0.0,3,6,2021,21.12304765,79.79390882,0.05414090437,5.0,316.955,22,2021-05-31
281,22nd week,Maharashtra,Pune,Chikungunya,6.0,0.0,1,6,2021,18.521428,73.8544541,0.3985516351,5.0,309.332,22,2021-05-31
282,22nd week,West Bengal,Purba Bardhaman,Cholera,29.0,0.0,31,5,2021,23.391717,87.90621212,0.8991830033,5.0,302.24,22,2021-05-31
283,22nd week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51.0,0.0,1,6,2021,24.0,87.583333,1.111215294,5.0,301.78000000000003,22,2021-05-31
284,22nd week,Kerala,Ernakulam,Dengue,24.0,1.0,5,5,2021,9.98408,76.2741457,0.6079043601,28.0,304.5,22,2021-05-31
285,22nd week,Kerala,Malappuram,Dengue,20.0,0.0,17,5,2021,11.10684475,76.1099551,2.625326529,5.0,295.2,22,2021-05-31
286,23rd week,Maharashtra,Osmanabad,Dengue Fever,7.0,1.0,2,6,2021,18.16984395,76.11796321,0.2700335578,5.0,313.328,23,2021-06-07
287,23rd week,Punjab,Sahibzada Ajit Singh Nagar,Acute Diarrhoeal Disease,342.0,0.0,9,6,2021,30.7041168,76.7176885,0.1349510589,5.0,307.21,23,2021-06-07
288,23rd week,Gujarat,Anand,Acute Diarrhoeal Disease,15.0,0.0,31,5,2021,22.5584995,72.9625629,0.002561268239,9.0,308.588,23,2021-06-07
289,23rd week,Kerala,Kozhikode,Dengue,64.0,0.0,11,5,2021,11.2450558,75.7754716,0.3779355478,5.0,295.2,23,2021-06-07
290,23rd week,Kerala,Trivandrum,Chikungunya,10.0,0.0,14,5,2021,8.4882267,76.947551,1.219771472,9.0,300.26,23,2021-06-07
291,23rd week,Kerala,Palakkad,Dengue Fever,8.0,0.0,19,5,2021,10.78789845,76.47408711,2.608608357,24.0,300.12,23,2021-06-07
292,23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,289.0,0.0,16,4,2021,22.9052114,88.3760639,0.113017599,13.0,306.2166666,23,2021-06-07
293,24th week,Gujarat,Morbi,Acute Diarrhoeal Disease,44.0,0.0,11,6,2021,22.8176662,70.8345928,0.01993589005,3.0,309.2566666,24,2021-06-14
294,24th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,18.0,0.0,20,6,2021,21.75,86.5,1.686497547,14.0,295.2,24,2021-06-14
295,24th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,29.0,0.0,17,6,2021,23.41146995,87.84499445,0.9575893962,5.0,300.72,24,2021-06-14
296,24th week,Kerala,Kozhikode,Dengue,24.0,0.0,20,5,2021,11.2450558,75.7754716,3.641437897,5.0,295.2,24,2021-06-14
297,25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,174.0,0.0,24,6,2021,21.825599,75.614182,0.2327137536,5.0,307.62,25,2021-06-21
298,25th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,36.0,0.0,19,6,2021,21.51450155,74.54070115,0.09326677373,5.0,309.316,25,2021-06-21
299,25th week,Maharashtra,Sindhudurg,Dengue,62.0,0.0,25,6,2021,16.1357193,73.6522086,0.833671811,5.0,298.11,25,2021-06-21
300,25th week,Uttar Pradesh,Farrukhabad,Dengue,7.0,0.0,26,6,2021,27.43719385,79.48912947,0.07073094221,5.0,306.42,25,2021-06-21
301,25th week,Kerala,Kollam,Dengue,22.0,0.0,7,6,2021,8.8879509,76.5955013,1.052681601,21.0,299.96,25,2021-06-21
302,25th week,Kerala,Palakkad,Dengue,16.0,0.0,24,5,2021,10.78789845,76.47408711,1.051908116,5.0,301.21500000000003,25,2021-06-21
303,25th week,Kerala,Thiruvananthapuram,Chikungunya,16.0,0.0,15,6,2021,8.4882267,76.947551,0.7189253545,23.0,299.4133334,25,2021-06-21
304,25th week,Maharashtra,Kolhapur,Dengue,5.0,3.0,15,6,2021,16.7028412,74.2405329,0.4365472546,7.0,305.93,25,2021-06-21
305,25th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,35.0,0.0,17,6,2021,24.0,87.583333,0.9983273238,5.0,297.26,25,2021-06-21
306,25th week,West Bengal,Birbhum,Cholera,51.0,0.0,17,6,2021,24.0,87.583333,0.9983273238,5.0,297.26,25,2021-06-21
307,26th week,Gujarat,Kheda,Cholera,10.0,0.0,29,6,2021,22.75,72.833333,0.04506399228,7.0,307.52,26,2021-06-28
308,26th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,8.0,0.0,28,6,2021,23.3700501,85.3250387,0.8343968076,14.0,302.925,26,2021-06-28
309,26th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,17.0,0.0,2,7,2021,22.0333621,74.8978374,0.3220098129,4.0,307.84000000000003,26,2021-06-28
310,26th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,31.0,0.0,29,6,2021,14.4661266,75.9206361,0.2757729468,6.0,304.64,26,2021-06-28
311,26th week,Punjab,Patiala,Acute Diarrhoeal Disease,20.0,1.0,29,6,2021,30.2090874,76.33987209,0.02640826338,4.0,306.4133334,26,2021-06-28
312,26th week,West Bengal,Purulia,Acute Diarrhoeal Disease,37.0,0.0,4,7,2021,23.3291882,86.3672378,0.4780475287,5.0,295.2,26,2021-06-28
313,26th week,Maharashtra,Aurangabad,Suspected Dengue,5.0,1.0,25,6,2021,19.877263,75.3390241,0.1321260929,5.0,309.23,26,2021-06-28
314,26th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,7.0,0.0,19,6,2021,21.51450155,74.54070115,0.09326677373,5.0,309.316,26,2021-06-28
315,26th week,Maharashtra,Pune,Dengue,6.0,0.0,24,6,2021,18.521428,73.8544541,0.3569411311,10.0,301.40500000000003,26,2021-06-28
316,26th week,Kerala,Palakkad,Suspected Dengue,17.0,0.0,10,6,2021,10.78789845,76.47408711,0.8370712229,5.0,303.0933334,26,2021-06-28
317,27th week,Assam,Dhemaji,Acute Encephalitis Syndrome,2.0,0.0,9,7,2021,27.4668315,94.51786509,0.6709550457,4.0,274.91,27,2021-07-05
318,27th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,21.0,0.0,8,7,2021,23.06016515,72.58063822,0.01077429571,6.0,309.1,27,2021-07-05
319,27th week,Gujarat,Gandhi Nagar,Cholera,6.0,0.0,3,7,2021,23.06016515,72.58063822,0.02590712702,5.0,305.88,27,2021-07-05
320,27th week,Gujarat,Kheda,Cholera,10.0,0.0,14,7,2021,22.75,72.833333,0.2755054941,5.0,311.66,27,2021-07-05
321,27th week,Karnataka,Dharwad,Dengue,2.0,0.0,5,7,2021,15.4540505,75.0066516,0.2825220683,5.0,309.1,27,2021-07-05
322,27th week,Maharashtra,Ahmednagar,Chikungunya,11.0,0.0,7,7,2021,19.1627725,74.8580243,0.01744418547,9.0,306.51,27,2021-07-05
323,27th week,Maharashtra,Amravati,Dengue,3.0,1.0,1,7,2021,20.9521098,77.7333168,0.2668179381,4.0,312.8466666,27,2021-07-05
324,27th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,27.0,0.0,5,7,2021,24.0,87.583333,0.9184439755,7.0,302.72,27,2021-07-05
325,28th week,Arunachal Pradesh,Lohit,Acute Diarrhoeal Disease,4.0,0.0,13,7,2021,27.8239052,95.861898,0.7405375321,13.0,301.5,28,2021-07-12
326,28th week,Gujarat,Navsari,Acute Diarrhoeal Disease,12.0,0.0,17,7,2021,20.952407,72.9323831,0.7119743677,7.0,295.2,28,2021-07-12
327,28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,13.0,0.0,14,7,2021,30.1389108,77.301064,0.2146196935,9.0,303.8933334,28,2021-07-12
328,28th week,Haryana,Panchkula,Cholera,440.0,1.0,13,7,2021,30.7137692,76.868276,0.453999401,8.0,305.1,28,2021-07-12
329,28th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,65.0,0.0,16,7,2021,31.6723392,76.95331691,2.046384693,21.0,296.96,28,2021-07-12
330,28th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8.0,0.0,14,7,2021,24.74334305,87.29285062,0.3931350883,10.0,295.93,28,2021-07-12
331,28th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,138.0,0.0,13,7,2021,21.825599,75.614182,0.3735497957,10.0,309.23,28,2021-07-12
